X1	X2	X3	X4
0.3411	2.4042	-2.7309	-0.7160
0.7290	1.2013	-2.9588	-0.5622
1.6729	0.3517	-1.9430	-3.0258
0.3096	-1.4417	0.1555	-0.5141
-1.8845	-0.3324	1.5542	2.7901
-0.5233	-2.2836	2.0699	1.7801
1.6323	-0.0473	-1.5845	-3.1928
2.6754	0.8077	-2.0033	-4.8654
0.6304	-0.0401	-1.5636	-4.4082
-0.0549	0.7124	-0.1761	0.5413
-0.4266	0.0246	-0.6581	-0.7382
0.8557	1.4512	-2.4940	-1.4347
-0.0171	-0.4352	0.6203	-1.6252
-0.9959	0.9290	-0.3329	1.7076
-2.0722	-0.8817	2.2211	2.9998
-1.7186	1.7975	-0.1282	2.3517
-0.4030	-1.1166	0.5673	-0.7350
-0.6124	-1.0493	1.1091	0.3239
-0.6702	-1.9890	2.0309	4.8827
3.7374	0.6900	-4.5156	-5.4249
0.7593	-1.4717	2.1702	-2.6993
0.5292	0.0101	-2.1892	-0.3359
0.3970	-1.8412	0.8914	-0.4916
-0.9299	-0.8737	1.3707	0.3822
1.1166	-0.9661	0.1240	-3.4790
-1.2555	0.4469	0.3784	0.2211
1.4424	-0.3054	-1.0296	-3.4740
-1.1488	0.7690	0.2673	2.7539
0.9678	1.0506	-0.6658	-1.1761
0.3514	2.7608	-2.8240	0.0708
-1.3804	-0.2967	2.1990	1.2934
-1.0809	-0.9877	2.5134	2.4754
1.4608	0.2750	-0.4643	-2.3781
-0.6966	-0.4893	1.9401	3.6462
-0.7881	-1.9041	3.4398	-1.0253
-2.1722	-0.1923	1.5797	2.2609
1.8174	1.8073	-3.3697	-2.7750
-0.7475	-1.5030	2.7176	1.3412
1.0173	-1.2902	-0.0663	-0.0069
-0.1615	1.9294	-4.0193	1.8541
-0.5748	-0.3202	1.3200	2.4133
-1.1685	-0.0768	2.5194	1.9970
-0.2126	-1.2685	2.2046	1.3999
-1.0464	0.3672	1.6161	0.1425
-2.3267	0.8607	1.0541	2.4690
-1.9539	0.9987	0.1051	1.2321
3.6461	0.1582	-3.1530	-6.3531
-0.9065	0.4115	1.9341	0.8339
2.1928	1.3224	-2.7755	-3.1842
0.2386	1.6939	0.2476	0.1287
-0.6242	2.1098	-1.3863	1.0942
0.5044	1.0454	-0.6192	-2.8114
0.9365	-1.7828	-1.0134	-1.6601
-0.9296	-1.1985	-1.5116	2.4471
-1.0964	0.8336	1.5992	0.9111
-1.7580	0.8832	0.0317	2.3224
-0.6320	-1.7704	2.3145	-0.5251
1.7320	0.5989	-2.1342	-0.2518
-2.7803	0.2246	2.8288	4.9774
0.5977	0.3936	0.1141	-5.1668
1.6267	0.5391	-2.6582	-0.9387
0.2257	0.5744	-2.0453	-0.2799
-0.1244	-0.3079	0.6217	-2.8477
0.4178	0.5938	-1.3026	0.6736
-2.4240	-0.1915	1.9394	1.6595
-0.3200	-0.5290	1.3608	0.1053
-0.2711	-0.2285	0.7589	2.3351
-2.0769	-2.0457	4.3621	-0.3176
0.2448	0.1369	0.3841	-0.1960
1.9563	1.9001	-1.7987	-4.6786
0.5279	1.0052	-0.4629	-2.2633
-0.2974	-0.7097	2.4803	0.8162
-1.0234	1.2175	2.1856	-0.5048
1.0905	-0.8068	0.0980	-2.3410
-0.0855	0.5519	-0.5142	0.8899
2.4602	0.5366	-4.5404	-6.5170
1.6912	-0.3711	-0.9148	-2.1933
-0.1867	0.2273	2.0432	-0.3138
2.9617	1.0126	-1.7753	-6.2433
-1.7394	-0.0998	1.1763	1.8108
-1.6196	1.5710	0.6016	2.0248
0.1636	-0.9657	0.2297	0.9335
-0.3530	-0.2258	0.5525	1.2017
0.7028	2.3152	-2.2911	-3.7442
-0.3768	-0.3927	3.6198	1.3408
-0.3686	-0.4532	-1.1912	1.5279
-0.5629	-0.0435	2.6143	1.7727
0.7314	-1.3178	-0.6782	0.0067
1.1929	1.1898	-4.4034	-1.6804
-0.8873	-0.3301	1.5133	0.9344
-1.5190	-1.1777	2.9939	1.1257
1.6624	-2.1171	0.8085	-1.7456
0.4110	0.2126	1.3269	-0.4622
1.0319	0.9566	-3.6901	-2.2194
-1.0043	1.8714	-0.2636	0.9089
2.0059	0.6133	-0.7630	-3.2911
0.4872	-0.3316	2.7334	-2.1955
0.5883	1.7801	-1.9742	0.1135
-1.4580	-0.0376	0.4683	1.7607
-0.1916	-0.4198	1.8790	-0.8556
-1.4837	1.8155	2.1336	2.8061
-0.5337	0.9839	1.1293	-0.5282
1.6407	0.3349	-0.0267	-1.5050
0.6238	-1.8517	0.6203	0.1958
-2.5333	2.1405	0.7495	3.0502
-0.5257	-0.9685	1.8178	-0.0828
0.6999	-0.8113	-0.4740	1.2444
1.0557	1.1411	-1.4599	-4.1805
-0.3433	-2.9020	4.7781	0.2236
0.5217	0.1654	-1.4771	1.6743
2.0238	-1.8289	-1.7135	-0.9162
-2.2240	0.4801	1.2021	5.0573
1.1461	-0.4141	-1.0632	-1.2819
1.8664	0.4090	-2.7536	-0.7755
-1.9743	0.7479	0.9804	3.3617
-2.1489	0.9580	1.6971	2.4538
1.4355	-1.4944	1.4733	-1.1728
0.1738	-0.5645	-0.7992	-2.1144
0.0901	0.6463	-1.3093	0.6227
-0.7281	0.1559	0.6058	1.4292
0.8046	-0.9338	-0.6133	-0.3955
2.3956	-1.2237	-1.3792	-2.8080
2.8278	0.6949	-5.1084	-3.0941
0.0938	-1.8694	1.0200	0.3269
1.8513	1.6712	-3.4822	-3.7860
0.1088	-0.2897	-0.4138	0.7781
-0.1073	-0.0083	-0.8459	-0.0132
0.6670	-0.0755	-0.1446	0.1180
0.2086	1.2179	-0.3843	0.6610
-0.9523	-0.0960	0.7736	2.4745
-1.5776	-1.9706	2.1612	1.1536
-0.9036	-0.9843	0.5070	2.6768
0.2362	-2.5126	4.0380	-0.9374
-1.1661	0.0179	2.5292	0.6581
0.0743	1.3307	-0.7469	0.7069
0.7710	-0.3934	-0.8306	-1.6090
-0.3029	-1.2925	-0.2811	1.4974
1.5642	0.5851	0.0480	-1.9128
0.2376	-1.1342	-0.7584	-1.9677
0.2356	0.3576	-1.6387	-0.3856
2.0256	2.3676	-4.0014	-1.6983
1.0638	-0.2230	1.4519	-1.7759
1.5696	-0.0213	-1.5929	-2.6401
1.5092	1.1245	-3.5357	-1.8973
-0.8473	-0.5412	1.6849	2.5692
0.9661	-0.4296	-1.3711	-0.1204
-1.0328	-0.0851	1.0845	2.7709
-2.8313	1.8259	1.2051	5.5837
-0.1831	-0.4562	1.5318	1.3124
-1.0032	-2.4647	2.3802	4.2383
-0.8411	-0.1665	-0.4396	1.4439
0.9924	0.3271	0.3042	-4.4135
-2.0213	1.1423	1.0500	3.7076
-0.0989	-0.4600	-0.0287	0.3529
-1.4535	1.9188	-2.4567	1.3240
-1.1204	-0.0499	0.4591	2.1006
-0.1537	0.4462	-2.9080	0.3483
0.3714	-2.2912	0.9333	0.4463
1.3425	-2.6380	1.4324	0.4234
0.3575	0.1225	-0.1850	-1.7146
0.7206	1.8968	-1.3037	-1.3447
0.3865	-0.4463	1.6234	1.2099
-1.0819	-0.4165	3.1390	1.7719
-0.5861	0.7295	0.6409	-0.8569
-2.4558	-0.7085	3.3759	3.5320
-0.1128	1.8003	-0.0109	-2.8045
0.0800	1.7443	-1.4632	-2.7264
-0.3858	-2.4176	2.8076	2.0060
-1.1604	0.0195	1.3773	4.3832
-0.8627	-0.1281	-1.3214	-0.9502
0.9266	-0.4145	-1.7691	-1.7310
-1.7231	2.0692	0.2517	1.8568
-2.3086	-0.4578	1.6574	2.9843
-0.6486	1.4905	-0.0466	0.7442
0.5969	-1.2445	2.1217	2.6697
-1.5879	0.9533	-0.0671	2.9362
2.6947	-0.0451	-1.4981	-5.3526
0.7474	1.4750	-2.2410	-0.1099
1.2673	1.7982	-2.8332	-1.0984
1.0167	-0.4659	-1.4477	-0.2601
0.8263	1.3368	-2.9995	-2.5377
0.1875	0.9879	-2.1974	1.7679
-0.4536	0.9661	-0.0148	0.9418
-0.1567	-0.1753	0.5911	0.9759
0.2399	-0.8817	1.5942	2.3870
-0.4031	-0.1583	1.1970	1.9921
-0.4596	1.1261	-0.6687	2.4065
0.2656	2.3007	-1.1115	-2.5974
1.4834	0.6500	-1.2544	-2.0055
1.1315	-0.8040	-1.7315	-1.3264
-0.1856	1.4554	-2.8222	-0.3525
-2.7191	-0.5089	3.2685	5.0877
1.4394	-0.3624	-3.3509	-3.7952
0.3257	-0.6707	3.0956	-1.5056
0.5568	-1.7177	-1.5716	1.9414
0.2370	-0.4311	0.7414	1.1741
2.4574	2.3876	-3.6998	-5.2536
0.1170	-0.5250	-1.4726	-0.6611
-2.3979	-1.3714	2.0394	1.6436
1.1338	-0.0720	-1.2774	-0.0184
-1.3767	1.3230	-0.7620	-0.0242
-1.1361	3.6849	-2.4034	1.0340
2.1786	1.0071	-3.3056	-1.7772
-0.5343	-1.1528	0.6364	-0.6077
